"","WRU","2040"
"1","1A",223291.93361919
"2","1Ba",2288712.82217146
"3","1Bb",343189.627032848
"4","1C",719811.48140713
"5","1E2",534786.634234241
"6","1F",404033.855286003
"7","1G",270021.056124159
"8","1H",453766.601239323
"9","1K",215682.295245177
"10","1L",105188.637003239
"11","1M",80069.572979394
"12","1N",27989.0553726935
"13","1O",137977.312568854
"14","1P",95929.8357903649
"15","1R",526432.776569995
"16","1S",263851.978808199
"17","1T",248182.424858594
"18","2A",287737.742536772
"19","2B",1242633.6164709
"20","2C",358463.351122529
"21","2D",160866.779263995
"22","3A",328955.622158165
"23","3B",36477.4626484576
"24","3C",72146.1979420752
"25","3D",205070.222534565
"26","3E",242009.549983355
"27","3F",154424.116400197
"28","4A",124733.755245735
"29","4B",1109773.75634487
"30","4C",917384.884666239
"31","4D",1904988.32762007
"32","4E",1210042.20785576
"33","4F",227754.41635475
"34","5C",137293.77521795
"35","5D",745444.54289621
"36","5E",1088276.50183065
"37","5F",313757.312376627
"38","6A",41817.0345449295
"39","6B",43031.0233246796
"40","6C",382449.782709695
"41","6D",378246.266198962
"42","7A",397378.782652963
"43","7B",115177.241121188
"44","7C",70733.0161160118
"45","7D",658793.928781805
"46","7E",102941.429284962
"47","7F",153423.765911532
"48","7G",72081.5580793243
"49","7H",20879.2957412323
"50","8A",64971.2504547356
"51","9A",134525.044642873
"52","9B",214509.071076955
"53","10A",260539.571808413
"54","11A",554957.5222353
"55","14A",1011549.77531754
"56","14B",839713.7525348
"57","14C",555080.825997403
"58","14D",64607.4905943885
"59","15A",395282.956764375
"60","15B",386439.212295111
"61","15C",33970.1519172577
"62","16E",118232.249561471
"63","16F",190329.652050124
"64","16G",129497.569544018
"65","17A",142738.490674622
"66","17B",23641.6569438257
"67","17C",105919.791196306
