"","WRU","2060"
"1","1A",176090.182546419
"2","1Ba",4749226.02546928
"3","1Bb",265224.345706128
"4","1C",1070213.7707551
"5","1E2",846248.454312907
"6","1F",361156.84934322
"7","1G",351885.490593484
"8","1H",543173.582589087
"9","1K",133928.420171929
"10","1L",129739.078590703
"11","1M",54607.3401986205
"12","1N",15409.6567810049
"13","1O",76772.5050233129
"14","1P",56285.3527283912
"15","1R",559264.807536536
"16","1S",183709.049031334
"17","1T",341415.239546006
"18","2A",194327.275138787
"19","2B",1459709.44345712
"20","2C",419034.602244795
"21","2D",147122.489997323
"22","3A",446310.147633054
"23","3B",20083.0350390318
"24","3C",39720.8171424207
"25","3D",122792.708791437
"26","3E",158678.491376181
"27","3F",141855.069771681
"28","4A",81751.9608048182
"29","4B",1117772.41659792
"30","4C",1145150.17159425
"31","4D",3419179.38630561
"32","4E",2183900.79294352
"33","4F",224964.743469272
"34","5C",100059.200691504
"35","5D",698638.159251244
"36","5E",1019073.02325398
"37","5F",255267.416992154
"38","6A",33325.1702705658
"39","6B",23691.1639807696
"40","6C",545260.644594958
"41","6D",286164.905054123
"42","7A",393942.474537048
"43","7B",63411.9920274261
"44","7C",39368.0218952276
"45","7D",1092906.1862406
"46","7E",56675.4423617256
"47","7F",239889.805589638
"48","7G",42185.0187084973
"49","7H",11495.3068855003
"50","8A",47955.8319816831
"51","9A",91685.6606373712
"52","9B",214669.210793637
"53","10A",244788.522012009
"54","11A",372681.789516148
"55","14A",1762992.70740784
"56","14B",707239.170787155
"57","14C",553607.437060325
"58","14D",36480.2220081323
"59","15A",270339.27640528
"60","15B",353506.502506671
"61","15C",25642.3919059844
"62","16E",67833.4876768147
"63","16F",184605.679322897
"64","16G",151628.246134487
"65","17A",250339.173953251
"66","17B",18232.8930285347
"67","17C",62314.3365961438
