"","WRU","2040"
"1","1A",297071.336325386
"2","1Ba",2048972.01898762
"3","1Bb",446033.898335959
"4","1C",748590.655523161
"5","1E2",534266.238599445
"6","1F",506923.184765258
"7","1G",301597.042027721
"8","1H",529232.267600935
"9","1K",298068.95644119
"10","1L",121634.019658239
"11","1M",109312.034636138
"12","1N",39773.6628036206
"13","1O",195692.292949234
"14","1P",134934.910759067
"15","1R",647480.40735941
"16","1S",354212.862685101
"17","1T",276259.442511145
"18","2A",390069.675218407
"19","2B",1503629.83517044
"20","2C",420746.136529447
"21","2D",205599.16754194
"22","3A",363697.812674269
"23","3B",51836.0579366092
"24","3C",102522.87920417
"25","3D",284567.655604401
"26","3E",330584.013139002
"27","3F",198619.144250607
"28","4A",169266.170837715
"29","4B",1375965.722129
"30","4C",1039821.27466362
"31","4D",1866167.78859865
"32","4E",1175234.14333272
"33","4F",273223.769551854
"34","5C",183802.337588689
"35","5D",937053.892902666
"36","5E",1204900.83911579
"37","5F",351184.615806627
"38","6A",49223.4624331943
"39","6B",61148.9522976781
"40","6C",261919.503769461
"41","6D",493880.417502529
"42","7A",493186.19589137
"43","7B",163671.859634716
"44","7C",100088.041553452
"45","7D",673456.674128777
"46","7E",146284.239781244
"47","7F",158174.781651545
"48","7G",100056.890909998
"49","7H",29670.3857999613
"50","8A",86736.3941513975
"51","9A",180444.502218701
"52","9B",271133.617856029
"53","10A",324639.261973741
"54","11A",757410.175643996
"55","14A",1007324.01293854
"56","14B",1090730.17480213
"57","14C",683732.012001532
"58","14D",90767.5097503068
"59","15A",532114.683193029
"60","15B",492389.304420536
"61","15C",46103.2181412575
"62","16E",164572.978248358
"63","16F",234935.221986512
"64","16G",151253.992403108
"65","17A",139854.980999105
"66","17B",31609.5187640914
"67","17C",148671.617690805
