"","WRU","2040"
"1","1A",228445.853655625
"2","1Ba",2305816.8081735
"3","1Bb",352376.924829332
"4","1C",730236.208494601
"5","1E2",541436.837144349
"6","1F",413973.993963363
"7","1G",275215.992142572
"8","1H",463554.907982585
"9","1K",222002.632344936
"10","1L",107403.538957054
"11","1M",82081.6422757344
"12","1N",28889.2147806592
"13","1O",141082.828705591
"14","1P",97959.1025397751
"15","1R",538748.188688575
"16","1S",269534.742378519
"17","1T",254650.762538826
"18","2A",294938.823960759
"19","2B",1271066.78103409
"20","2C",366368.210061366
"21","2D",164795.067325762
"22","3A",337573.164241399
"23","3B",37163.1616754991
"24","3C",73518.3314231523
"25","3D",209483.677882481
"26","3E",247291.584155925
"27","3F",158009.452730988
"28","4A",127520.355914942
"29","4B",1135852.79344959
"30","4C",936401.987207602
"31","4D",1934588.47152549
"32","4E",1228461.92726092
"33","4F",232495.736344646
"34","5C",140643.333565136
"35","5D",762964.037638001
"36","5E",1115539.06922244
"37","5F",322006.599287858
"38","6A",42883.3774315162
"39","6B",44216.20128832
"40","6C",390626.122555718
"41","6D",388049.141145339
"42","7A",406909.47206236
"43","7B",118426.434365168
"44","7C",72621.2261564959
"45","7D",671209.577764436
"46","7E",105721.847557498
"47","7F",156973.098701264
"48","7G",73766.9648223548
"49","7H",21364.1741892597
"50","8A",66378.3730474765
"51","9A",137350.897187177
"52","9B",219827.238727466
"53","10A",266506.735932934
"54","11A",567840.540610858
"55","14A",1023415.00655638
"56","14B",861107.162585153
"57","14C",568370.83943496
"58","14D",66509.428531789
"59","15A",404377.141941194
"60","15B",395179.585719799
"61","15C",34722.3138127247
"62","16E",121542.998351219
"63","16F",195581.510439796
"64","16G",132126.253065734
"65","17A",145227.770452852
"66","17B",24267.4384092089
"67","17C",108857.627788797
