"","WRU","2070"
"1","1A",215922.424449032
"2","1Ba",4508146.70222649
"3","1Bb",359325.998193292
"4","1C",1176444.72071557
"5","1E2",925642.250988326
"6","1F",461476.155383258
"7","1G",395574.168039476
"8","1H",613493.834918825
"9","1K",181178.557132791
"10","1L",144672.903580759
"11","1M",70324.5529768572
"12","1N",20981.8433605746
"13","1O",101251.886230469
"14","1P",72894.1883198722
"15","1R",652550.536213326
"16","1S",246866.055386628
"17","1T",389792.046159307
"18","2A",259242.806497369
"19","2B",1564748.26302196
"20","2C",483402.289122372
"21","2D",176441.577352274
"22","3A",523740.169835073
"23","3B",26184.0827856064
"24","3C",51825.6103835284
"25","3D",166758.744868309
"26","3E",210965.342917287
"27","3F",168052.015648036
"28","4A",111797.628173269
"29","4B",1338441.41028659
"30","4C",1323377.25871772
"31","4D",3450946.9645912
"32","4E",2216445.40471121
"33","4F",291547.447046709
"34","5C",124923.748308568
"35","5D",838853.540890034
"36","5E",1170302.43808386
"37","5F",323381.199362811
"38","6A",41367.9077564726
"39","6B",31784.5852619778
"40","6C",571771.899325784
"41","6D",364302.435748757
"42","7A",471311.15294874
"43","7B",85258.1673314497
"44","7C",53223.9533120465
"45","7D",1138552.46305538
"46","7E",75906.4055953713
"47","7F",268386.368096187
"48","7G",58543.0313567251
"49","7H",15207.5428298883
"50","8A",62359.456263606
"51","9A",124628.438581313
"52","9B",252317.660184026
"53","10A",313410.937377943
"54","11A",487042.008961213
"55","14A",1757542.27713695
"56","14B",873118.665013936
"57","14C",668600.317373466
"58","14D",50625.3764409199
"59","15A",365563.980984497
"60","15B",432653.874624627
"61","15C",30423.479952037
"62","16E",95823.1791509497
"63","16F",230546.077476497
"64","16G",173015.963442534
"65","17A",261138.742753221
"66","17B",22421.2068713578
"67","17C",82947.7573511464
