"","WRU","2060"
"1","1A",191058.770377003
"2","1Ba",2397052.81771576
"3","1Bb",263949.412866595
"4","1C",613357.844294548
"5","1E2",392978.657984257
"6","1F",266026.336547081
"7","1G",235022.821703484
"8","1H",374597.730916773
"9","1K",164832.328217406
"10","1L",82716.9084407965
"11","1M",69198.9115215687
"12","1N",21528.1606369577
"13","1O",107397.079640093
"14","1P",74391.9826093336
"15","1R",661258.404150409
"16","1S",188416.098010719
"17","1T",194503.358922958
"18","2A",203940.846707211
"19","2B",1237341.88042277
"20","2C",345350.103128269
"21","2D",150127.456914529
"22","3A",459709.431482792
"23","3B",27126.7126544174
"24","3C",57367.7234824644
"25","3D",162631.56139487
"26","3E",168793.696274443
"27","3F",164897.481896743
"28","4A",86088.5144850889
"29","4B",1108640.07949499
"30","4C",1015639.15515209
"31","4D",2424010.1626186
"32","4E",1713813.43302536
"33","4F",202637.289348006
"34","5C",122061.329803882
"35","5D",709385.214588165
"36","5E",896614.393871884
"37","5F",244151.360636629
"38","6A",35362.4959472835
"39","6B",32802.2295522793
"40","6C",489441.377408981
"41","6D",323002.089175262
"42","7A",408872.013213992
"43","7B",91765.6082601547
"44","7C",55501.2591652884
"45","7D",876688.091284752
"46","7E",77048.2194650688
"47","7F",199533.385637933
"48","7G",55810.0218373277
"49","7H",16391.1065404226
"50","8A",60406.015758917
"51","9A",88515.3071131741
"52","9B",276709.466613352
"53","10A",300596.93095998
"54","11A",432062.483280221
"55","14A",884778.048772812
"56","14B",672519.077736496
"57","14C",408868.805084502
"58","14D",45129.4553947449
"59","15A",308807.902921211
"60","15B",430191.820581608
"61","15C",22554.3889171137
"62","16E",104694.053404166
"63","16F",175849.223073419
"64","16G",109370.796281401
"65","17A",204463.155976057
"66","17B",16672.6211448206
"67","17C",93872.9023122907
