"","WRU","2050"
"1","1A",196403.144792442
"2","1Ba",1906676.26872611
"3","1Bb",269173.879493569
"4","1C",539425.425644875
"5","1E2",342329.216319084
"6","1F",276551.397341856
"7","1G",212169.695737715
"8","1H",350461.456983587
"9","1K",180471.167014874
"10","1L",78860.1733588622
"11","1M",74019.8835630694
"12","1N",24010.1236141771
"13","1O",118132.97281438
"14","1P",81188.5264009738
"15","1R",596758.473921065
"16","1S",205135.173088104
"17","1T",181508.642321587
"18","2A",218434.693465266
"19","2B",1147610.44897954
"20","2C",318750.922459811
"21","2D",146723.062677678
"22","3A",391085.032587528
"23","3B",30254.1279459335
"24","3C",63981.5990620556
"25","3D",177762.241046667
"26","3E",188253.776813935
"27","3F",159768.903671413
"28","4A",96013.5847863713
"29","4B",1050393.553184
"30","4C",913996.035921098
"31","4D",1996536.0407062
"32","4E",1396426.67672348
"33","4F",197400.30852592
"34","5C",126945.918158454
"35","5D",695788.041848898
"36","5E",909517.719784174
"37","5F",251647.414429364
"38","6A",36429.3120806061
"39","6B",35392.9012374689
"40","6C",425675.344337463
"41","6D",334850.298910675
"42","7A",389825.138973862
"43","7B",102345.186320305
"44","7C",61899.9517722472
"45","7D",738959.097579837
"46","7E",85931.0422456725
"47","7F",168083.171640112
"48","7G",62244.3113852871
"49","7H",18280.8231421677
"50","8A",61902.0353909318
"51","9A",98314.0079178592
"52","9B",253019.243275195
"53","10A",288253.460209677
"54","11A",461626.814316676
"55","14A",754672.90322113
"56","14B",682792.745784446
"57","14C",408132.454710057
"58","14D",50332.3915176392
"59","15A",335492.932756078
"60","15B",408845.892178578
"61","15C",25154.6649466964
"62","16E",112229.926821528
"63","16F",171407.76834999
"64","16G",103205.501988499
"65","17A",166234.575904369
"66","17B",18594.7933061223
"67","17C",101030.033728807
