"","WRU","2070"
"1","1A",310778.364410407
"2","1Ba",4922502.81957889
"3","1Bb",433306.699236362
"4","1C",1164933.85483932
"5","1E2",752397.335998535
"6","1F",427059.90105027
"7","1G",436318.846899803
"8","1H",672876.953138073
"9","1K",247870.740192086
"10","1L",145877.261129808
"11","1M",107262.345970103
"12","1N",31566.7231256887
"13","1O",160497.952009703
"14","1P",112349.032427953
"15","1R",1227991.55374275
"16","1S",285460.259130299
"17","1T",350228.571165085
"18","2A",315595.781729509
"19","2B",2240966.04290249
"20","2C",628322.242136031
"21","2D",258159.533139542
"22","3A",897371.244021565
"23","3B",39775.874915082
"24","3C",84118.2428117158
"25","3D",245110.894567311
"26","3E",247502.049291654
"27","3F",286108.734319458
"28","4A",126231.51290117
"29","4B",1967202.6581464
"30","4C",1890825.62021752
"31","4D",4852248.43850728
"32","4E",3458442.00289917
"33","4F",349633.956733942
"34","5C",195847.004324516
"35","5D",1215290.08785129
"36","5E",1480800.20447801
"37","5F",395915.592329394
"38","6A",57378.4888522395
"39","6B",50284.664704715
"40","6C",938340.612248421
"41","6D",520234.121110839
"42","7A",721044.059993327
"43","7B",134555.831097603
"44","7C",81381.4477146488
"45","7D",1723923.23368084
"46","7E",112975.736502757
"47","7F",392552.832159752
"48","7G",81834.1861292138
"49","7H",24034.2649143848
"50","8A",98612.7118346336
"51","9A",130535.607903811
"52","9B",507804.607060492
"53","10A",527054.536183901
"54","11A",670707.4648805
"55","14A",1723500.65816689
"56","14B",1109603.38450114
"57","14C",687420.804158725
"58","14D",66173.2808914185
"59","15A",469176.551073886
"60","15B",761039.031269238
"61","15C",33071.4804970315
"62","16E",161837.550250361
"63","16F",303223.858110513
"64","16G",194840.114738935
"65","17A",413269.808880806
"66","17B",24447.0497273062
"67","17C",144375.364712294
