"","WRU","2060"
"1","1A",386069.577577866
"2","1Ba",3570492.52230953
"3","1Bb",597037.252777074
"4","1C",1169458.76371903
"5","1E2",858936.560348629
"6","1F",694688.38513455
"7","1G",449337.441279426
"8","1H",765001.895419919
"9","1K",381587.253588558
"10","1L",176853.600168119
"11","1M",139801.848955094
"12","1N",50132.9939210869
"13","1O",240755.370473248
"14","1P",166530.777167013
"15","1R",899864.902177528
"16","1S",454972.135711125
"17","1T",421336.283944185
"18","2A",501650.659861799
"19","2B",2114807.85544554
"20","2C",605855.179727236
"21","2D",277322.620060343
"22","3A",558160.668169898
"23","3B",63030.1070338188
"24","3C",124738.228771198
"25","3D",355542.401251296
"26","3E",418828.150531508
"27","3F",265667.88237496
"28","4A",215933.049589487
"29","4B",1899667.65382605
"30","4C",1536719.42326055
"31","4D",3080924.61697326
"32","4E",1952995.34874485
"33","4F",384873.914541271
"34","5C",238952.704600486
"35","5D",1281006.70194851
"36","5E",1878889.67474753
"37","5F",544749.252059129
"38","6A",72683.2969364629
"39","6B",76135.0013258787
"40","6C",640682.090321772
"41","6D",659260.768762888
"42","7A",681043.165142316
"43","7B",204147.775344312
"44","7C",124774.031134156
"45","7D",1082101.2782473
"46","7E",181875.252383379
"47","7F",255541.392593112
"48","7G",125605.338599845
"49","7H",36515.0049366728
"50","8A",111974.20084139
"51","9A",231558.225930757
"52","9B",369772.457366795
"53","10A",445687.773292632
"54","11A",963923.805419918
"55","14A",1620611.36889375
"56","14B",1455417.6865444
"57","14C",950023.745859682
"58","14D",114665.513805289
"59","15A",684614.106673464
"60","15B",662751.323069212
"61","15C",58776.7910166727
"62","16E",208698.270295819
"63","16F",329168.353865733
"64","16G",217556.748933672
"65","17A",232192.610717745
"66","17B",41282.537065598
"67","17C",187105.311600059
