"","WRU","2070"
"1","1A",680799.248053238
"2","1Ba",4188863.29144564
"3","1Bb",1035023.14501504
"4","1C",1626416.07685283
"5","1E2",1142357.51822966
"6","1F",1167279.20739627
"7","1G",673487.448111799
"8","1H",1197440.07378699
"9","1K",701738.778671205
"10","1L",274409.361260686
"11","1M",253212.603683012
"12","1N",94641.0210182322
"13","1O",451264.0625979
"14","1P",309549.975573928
"15","1R",1467137.85715964
"16","1S",807558.954988306
"17","1T",620697.556982231
"18","2A",902966.158092383
"19","2B",3420268.40121634
"20","2C",950864.646994324
"21","2D",472267.297117706
"22","3A",816443.388768254
"23","3B",118106.320453899
"24","3C",233765.384435527
"25","3D",652107.547897734
"26","3E",756653.633110703
"27","3F",452875.91219636
"28","4A",387802.717918747
"29","4B",3128704.11689999
"30","4C",2330588.85303718
"31","4D",4006847.46683469
"32","4E",2515751.55618948
"33","4F",615957.327189685
"34","5C",428800.822088922
"35","5D",2161107.93018872
"36","5E",3220641.21538669
"37","5F",947433.600530138
"38","6A",127801.873014111
"39","6B",143368.032938953
"40","6C",956197.374977037
"41","6D",1168405.64892476
"42","7A",1128723.08807559
"43","7B",384566.78354764
"44","7C",233917.342861433
"45","7D",1471877.41099786
"46","7E",342384.585964812
"47","7F",349602.603746778
"48","7G",230957.000394852
"49","7H",68595.3734092297
"50","8A",197485.378442294
"51","9A",411620.791500461
"52","9B",616427.857489142
"53","10A",734303.93828004
"54","11A",1741885.63031336
"55","14A",2144816.61349325
"56","14B",2522873.09051688
"57","14C",1565391.54573075
"58","14D",213967.221343603
"59","15A",1221136.03267419
"60","15B",1118474.81932549
"61","15C",105551.217966124
"62","16E",386092.993612536
"63","16F",544825.174197605
"64","16G",341310.649805526
"65","17A",301791.93904417
"66","17B",73503.4551933355
"67","17C",348480.932112748
