"","WRU","2040"
"1","1A",362483.904193655
"2","1Ba",1885122.19005478
"3","1Bb",540739.851198177
"4","1C",787397.716404962
"5","1E2",543882.749826766
"6","1F",603306.92157656
"7","1G",334353.922077102
"8","1H",603535.218836452
"9","1K",372919.718366743
"10","1L",137936.928519703
"11","1M",135360.375001462
"12","1N",50492.9774250251
"13","1O",245898.330473332
"14","1P",168722.497915778
"15","1R",758062.066789378
"16","1S",433208.666431011
"17","1T",305100.915712314
"18","2A",481488.702048726
"19","2B",1750191.23120009
"20","2C",480983.493951243
"21","2D",246531.02082924
"22","3A",399898.37383132
"23","3B",64954.2984860487
"24","3C",128496.377582062
"25","3D",353659.511522124
"26","3E",407929.931192031
"27","3F",238188.08448304
"28","4A",208334.029535867
"29","4B",1619779.72461869
"30","4C",1163074.90532068
"31","4D",1873115.30660191
"32","4E",1170925.35012943
"33","4F",315720.317702518
"34","5C",220664.654704856
"35","5D",1106189.33361241
"36","5E",1674312.83479742
"37","5F",493749.686970433
"38","6A",67387.3189032392
"39","6B",77281.7009794642
"40","6C",473930.886449613
"41","6D",618091.452072767
"42","7A",582474.855291255
"43","7B",206987.394217543
"44","7C",126153.442796375
"45","7D",700198.529077014
"46","7E",184782.13808193
"47","7F",165735.699369789
"48","7G",124656.976816159
"49","7H",37340.6053867193
"50","8A",105757.025768203
"51","9A",220728.774642171
"52","9B",321822.674645364
"53","10A",382256.711428051
"54","11A",935634.095886807
"55","14A",1021641.6043872
"56","14B",1320948.71434937
"57","14C",804765.766181784
"58","14D",114374.492356852
"59","15A",652817.515896794
"60","15B",572019.800035591
"61","15C",56734.3465266336
"62","16E",206303.444226298
"63","16F",277889.631428136
"64","16G",172542.503913104
"65","17A",140522.61655492
"66","17B",38841.5247523251
"67","17C",186943.654509766
