"","WRU","2060"
"1","1A",573289.347464338
"2","1Ba",3343820.71688002
"3","1Bb",867134.683152048
"4","1C",1328949.942131
"5","1E2",928259.278698428
"6","1F",974616.352611213
"7","1G",554935.856376834
"8","1H",991586.022793785
"9","1K",591435.61272171
"10","1L",227024.801878383
"11","1M",213618.666730912
"12","1N",79899.2360578738
"13","1O",382921.298758996
"14","1P",262628.401961164
"15","1R",1223092.21852237
"16","1S",681410.340350428
"17","1T",509280.570284088
"18","2A",761172.166820859
"19","2B",2845067.56992928
"20","2C",787983.30335278
"21","2D",395365.532410617
"22","3A",669130.361208349
"23","3B",100453.95281464
"24","3C",198800.998430241
"25","3D",552326.329087785
"26","3E",639622.009136168
"27","3F",379769.500768385
"28","4A",327471.978200055
"29","4B",2610693.11470557
"30","4C",1923030.28208186
"31","4D",3237856.99251699
"32","4E",2030120.01534062
"33","4F",512406.640170939
"34","5C",361597.36404997
"35","5D",1809174.74162575
"36","5E",2694778.29620771
"37","5F",793572.977010175
"38","6A",107362.187155212
"39","6B",121339.820781765
"40","6C",787109.47265619
"41","6D",982500.534534958
"42","7A",941523.307197431
"43","7B",325359.610363558
"44","7C",197975.347046146
"45","7D",1195948.23830982
"46","7E",289862.87567839
"47","7F",283736.422163863
"48","7G",195405.681454141
"49","7H",58195.6268541772
"50","8A",166522.701978515
"51","9A",347351.484421141
"52","9B",515427.718618259
"53","10A",613441.603129212
"54","11A",1471125.72221721
"55","14A",1742688.9687225
"56","14B",2114942.32965179
"57","14C",1304420.60686408
"58","14D",180667.983855763
"59","15A",1029774.09433112
"60","15B",937158.284511018
"61","15C",89142.1700280161
"62","16E",325906.78000284
"63","16F",453162.88486547
"64","16G",282895.952481369
"65","17A",243581.304414446
"66","17B",61805.1894886302
"67","17C",294493.33023392
