"","WRU","2050"
"1","1A",461184.527668976
"2","1Ba",2577277.29939605
"3","1Bb",689832.260772608
"4","1C",1039240.62105082
"5","1E2",723765.753387934
"6","1F",772982.485478015
"7","1G",435715.511785341
"8","1H",781183.438936713
"9","1K",472378.538596221
"10","1L",178771.556927778
"11","1M",171701.468069364
"12","1N",63772.4370758852
"13","1O",310631.6565191
"14","1P",213323.99204819
"15","1R",974235.191684869
"16","1S",550609.509651344
"17","1T",398156.500610161
"18","2A",611231.942003027
"19","2B",2253640.99572695
"20","2C",622069.63974175
"21","2D",315167.049697259
"22","3A",522475.204934978
"23","3B",82037.0301618083
"24","3C",162290.432770882
"25","3D",447813.055887004
"26","3E",517437.658751001
"27","3F",304307.968091139
"28","4A",264456.928957111
"29","4B",2079235.07688188
"30","4C",1512315.30913082
"31","4D",2503811.08431803
"32","4E",1568244.63493308
"33","4F",407051.506146643
"34","5C",290946.637150028
"35","5D",1446043.26442562
"36","5E",2139867.27801291
"37","5F",629926.18635528
"38","6A",85802.4841797071
"39","6B",97606.4923714089
"40","6C",617689.429902956
"41","6D",786153.501229539
"42","7A",747448.42516746
"43","7B",261424.285999358
"44","7C",159402.262352279
"45","7D",927646.482900454
"46","7E",233379.132506155
"47","7F",219268.033134611
"48","7G",157832.563701153
"49","7H",47161.0415473737
"50","8A",134510.019051576
"51","9A",280549.712289477
"52","9B",412172.987841531
"53","10A",490437.495662103
"54","11A",1186906.46567258
"55","14A",1360556.81638024
"56","14B",1685208.02633718
"57","14C",1033686.04957761
"58","14D",144625.892473589
"59","15A",829643.924335268
"60","15B",751023.850354315
"61","15C",72017.2309700703
"62","16E",261121.760790406
"63","16F",356828.174438176
"64","16G",223266.06213925
"65","17A",187852.86331808
"66","17B",49383.8442967549
"67","17C",236412.994936746
