"","WRU","2060"
"1","1A",331081.512609162
"2","1Ba",2315265.34441042
"3","1Bb",450271.726572065
"4","1C",762438.602191925
"5","1E2",477673.563583374
"6","1F",471161.829587448
"7","1G",310207.433334616
"8","1H",534964.40414564
"9","1K",322007.61797555
"10","1L",122986.384147995
"11","1M",129429.729423647
"12","1N",43505.6120413989
"13","1O",211607.196721331
"14","1P",144465.496961007
"15","1R",872135.788805449
"16","1S",364262.458858073
"17","1T",276245.931901932
"18","2A",382393.290858043
"19","2B",1734048.99186033
"20","2C",478856.938057572
"21","2D",235073.27625794
"22","3A",527867.408384562
"23","3B",54819.5573510975
"24","3C",115932.706686918
"25","3D",316720.967701793
"26","3E",341110.102559373
"27","3F",253618.465175606
"28","4A",173973.688693162
"29","4B",1626743.46826943
"30","4C",1331031.81666964
"31","4D",2566959.83197631
"32","4E",1764893.52462769
"33","4F",315177.539722085
"34","5C",216366.585758467
"35","5D",1118983.32377338
"36","5E",1513560.03324255
"37","5F",425282.942438981
"38","6A",61534.968658407
"39","6B",62360.6001745232
"40","6C",592670.251487732
"41","6D",569001.348268875
"42","7A",607981.486703455
"43","7B",185446.356895447
"44","7C",112160.824968753
"45","7D",984046.163348317
"46","7E",155704.428631182
"47","7F",223627.509246536
"48","7G",112784.794125404
"49","7H",33124.2940206587
"50","8A",104037.43400819
"51","9A",177538.32940957
"52","9B",375838.348700464
"53","10A",452452.930030022
"54","11A",806359.915244418
"55","14A",1022463.9918251
"56","14B",1137231.97270785
"57","14C",668368.850629483
"58","14D",91200.7587203979
"59","15A",594649.584812958
"60","15B",635376.312173966
"61","15C",45579.4858135009
"62","16E",196618.10983488
"63","16F",273852.384389927
"64","16G",159101.041412758
"65","17A",209358.66468668
"66","17B",33693.1985295887
"67","17C",177615.551494437
