"","WRU","2050"
"1","1A",302979.95114871
"2","1Ba",1814619.81483173
"3","1Bb",410875.679729668
"4","1C",648026.231788635
"5","1E2",403497.949529648
"6","1F",432852.953656781
"7","1G",267822.226425361
"8","1H",470672.037430416
"9","1K",300693.105025823
"10","1L",109180.924249531
"11","1M",120018.19632535
"12","1N",40838.5330084264
"13","1O",197864.787335013
"14","1P",134776.366574635
"15","1R",752827.820841972
"16","1S",339590.880816877
"17","1T",242740.411631584
"18","2A",354731.795847782
"19","2B",1519025.31550215
"20","2C",418429.480444193
"21","2D",210972.09813286
"22","3A",438605.951625928
"23","3B",51458.8856074028
"24","3C",108825.538734362
"25","3D",295611.512959778
"26","3E",320198.603101864
"27","3F",226777.083528127
"28","4A",163308.361966558
"29","4B",1439969.91298097
"30","4C",1147100.0404222
"31","4D",2078858.87623839
"32","4E",1415772.35997772
"33","4F",282476.03058207
"34","5C",198803.963100617
"35","5D",1005761.24738264
"36","5E",1378448.17334878
"37","5F",389549.413456569
"38","6A",56354.3600171085
"39","6B",57980.3965372121
"40","6C",500105.402816772
"41","6D",522240.404957964
"42","7A",539745.238986969
"43","7B",174077.706759453
"44","7C",105284.889389304
"45","7D",811998.181049824
"46","7E",146159.084805682
"47","7F",184442.131235133
"48","7G",105870.606886612
"49","7H",31093.6337369525
"50","8A",95101.264686335
"51","9A",166464.458851083
"52","9B",326789.592770338
"53","10A",402727.457049006
"54","11A",747453.834059954
"55","14A",851191.274383545
"56","14B",1036047.44692526
"57","14C",604997.240306675
"58","14D",85609.7644882202
"59","15A",554023.198733929
"60","15B",563235.128062446
"61","15C",42785.2694124855
"62","16E",182443.281287947
"63","16F",245501.340583704
"64","16G",140563.917544544
"65","17A",167610.915001869
"66","17B",31627.6621513117
"67","17C",165012.131593745
