"","WRU","2040"
"1","1A",319870.592525958
"2","1Ba",1292245.94098032
"3","1Bb",431366.473225713
"4","1C",582260.381572723
"5","1E2",357039.892209053
"6","1F",460433.175083537
"7","1G",249835.677803113
"8","1H",458191.445848665
"9","1K",329792.215346194
"10","1L",108365.265120586
"11","1M",129936.510644129
"12","1N",45217.9147273749
"13","1O",217544.111463853
"14","1P",147564.800238319
"15","1R",701956.827105949
"16","1S",371328.894375205
"17","1T",235651.006170273
"18","2A",384338.996763682
"19","2B",1464619.23117713
"20","2C",401196.606121212
"21","2D",214227.856727496
"22","3A",371910.40871121
"23","3B",56977.1563299894
"24","3C",120495.609384115
"25","3D",323927.769295692
"26","3E",354535.583239518
"27","3F",228523.131956484
"28","4A",180820.980428679
"29","4B",1420402.52027161
"30","4C",1065572.39540647
"31","4D",1640734.73907513
"32","4E",1086047.31680298
"33","4F",286025.077093363
"34","5C",211531.564428947
"35","5D",1024424.56913042
"36","5E",1441673.14585543
"37","5F",412011.76685757
"38","6A",59582.8742844405
"39","6B",63084.246944322
"40","6C",441342.592727661
"41","6D",554501.142172615
"42","7A",535735.901132047
"43","7B",192745.192181587
"44","7C",116575.273084132
"45","7D",675771.445533752
"46","7E",161832.67457161
"47","7F",153301.07242626
"48","7G",117223.801300939
"49","7H",34428.006700105
"50","8A",100186.353430883
"51","9A",183935.733842762
"52","9B",309849.64453429
"53","10A",401965.905610203
"54","11A",808674.542299194
"55","14A",725424.347923279
"56","14B",1084254.5073042
"57","14C",625107.764705164
"58","14D",94790.2563171387
"59","15A",605096.292928968
"60","15B",557296.52115089
"61","15C",47373.4126611659
"62","16E",197767.933057389
"63","16F",248717.167163424
"64","16G",138081.474294395
"65","17A",127795.048343182
"66","17B",35019.3021993264
"67","17C",179279.958063501
