"","WRU","2060"
"1","1A",348053.850372797
"2","1Ba",6154365.70275824
"3","1Bb",562348.343564759
"4","1C",1664991.82818287
"5","1E2",1293898.56714169
"6","1F",709288.130484823
"7","1G",570611.381427031
"8","1H",900717.389475964
"9","1K",307305.947173606
"10","1L",211520.540720296
"11","1M",117571.072008686
"12","1N",37039.3729609738
"13","1O",183578.131349634
"14","1P",130547.670567916
"15","1R",957955.87247951
"16","1S",403017.486022382
"17","1T",526916.710197222
"18","2A",429655.204576335
"19","2B",2325477.696129
"20","2C",704615.466318028
"21","2D",272620.627663933
"22","3A",704828.995654529
"23","3B",48272.5237208407
"24","3C",95474.816598664
"25","3D",289161.48145104
"26","3E",354865.581276643
"27","3F",258444.797241956
"28","4A",185808.687687485
"29","4B",1990868.39628006
"30","4C",1899256.39005368
"31","4D",4705071.11652013
"32","4E",3015006.71646406
"33","4F",432369.852096357
"34","5C",205364.423867873
"35","5D",1276727.83873408
"36","5E",1842520.81273281
"37","5F",516400.738068058
"38","6A",66240.5173625826
"39","6B",56945.1917811472
"40","6C",807037.302002449
"41","6D",586748.316827806
"42","7A",711597.274193138
"43","7B",152420.034584794
"44","7C",94712.8167585219
"45","7D",1554181.11418723
"46","7E",136227.748245373
"47","7F",358476.013752221
"48","7G",101555.672148066
"49","7H",27630.6580181064
"50","8A",100500.381142815
"51","9A",205871.040512074
"52","9B",371382.977894573
"53","10A",463220.513998826
"54","11A",815462.979181808
"55","14A",2455830.26316828
"56","14B",1377565.5568743
"57","14C",1007447.54780771
"58","14D",88206.2671787022
"59","15A",599978.237779774
"60","15B",658813.14062817
"61","15C",50590.257784418
"62","16E",165398.161271342
"63","16F",344159.994625052
"64","16G",256479.240695242
"65","17A",352479.694602756
"66","17B",36445.3118691884
"67","17C",144961.24572722
