"","WRU","2040"
"1","1A",357807.067794101
"2","1Ba",1882914.38061045
"3","1Bb",531027.618255557
"4","1C",778851.623936579
"5","1E2",539407.132129872
"6","1F",592584.354018271
"7","1G",329402.085356081
"8","1H",593696.277534909
"9","1K",365540.743428971
"10","1L",135747.394819391
"11","1M",133297.082988513
"12","1N",49395.1236420306
"13","1O",242822.646305588
"14","1P",166814.502243572
"15","1R",748789.91489139
"16","1S",428498.663330262
"17","1T",301067.306052868
"18","2A",474081.952047872
"19","2B",1723184.72558761
"20","2C",473782.602538091
"21","2D",242687.811653196
"22","3A",394621.74321537
"23","3B",64375.4764749866
"24","3C",127323.709786989
"25","3D",349641.615173906
"26","3E",403228.558343572
"27","3F",235215.419901684
"28","4A",205821.294880523
"29","4B",1598254.97027202
"30","4C",1146289.80604627
"31","4D",1855210.75804438
"32","4E",1160238.18019689
"33","4F",311590.456968256
"34","5C",225962.916106632
"35","5D",1115336.1521869
"36","5E",1643029.72804684
"37","5F",483913.239741421
"38","6A",66278.0461997608
"39","6B",75941.2097634467
"40","6C",467355.304239653
"41","6D",608067.145794865
"42","7A",573170.928915238
"43","7B",203264.95464094
"44","7C",124065.269569635
"45","7D",691906.931759356
"46","7E",181671.176717329
"47","7F",163529.618604622
"48","7G",122955.70655125
"49","7H",36847.8102078701
"50","8A",104644.265587753
"51","9A",218199.527970794
"52","9B",318195.249440953
"53","10A",378097.532567218
"54","11A",923470.882980566
"55","14A",1014481.52850765
"56","14B",1298199.54726668
"57","14C",791359.342239528
"58","14D",112151.386279036
"59","15A",644559.958531625
"60","15B",580291.236459991
"61","15C",56062.6874904538
"62","16E",202492.383806592
"63","16F",272229.379433437
"64","16G",169824.965532244
"65","17A",139053.993197495
"66","17B",38163.8084543695
"67","17C",183621.550532096
