"","WRU","2060"
"1","1A",556792.001469765
"2","1Ba",3370884.50613742
"3","1Bb",831014.821289551
"4","1C",1304523.05963225
"5","1E2",917826.682270915
"6","1F",935683.19492187
"7","1G",538104.559801818
"8","1H",956825.156554537
"9","1K",563903.899031175
"10","1L",219344.419089829
"11","1M",206193.528881438
"12","1N",75742.1829509935
"13","1O",372495.27504603
"14","1P",256349.190573072
"15","1R",1188621.86527829
"16","1S",665389.427864888
"17","1T",492366.970432781
"18","2A",734517.296868633
"19","2B",2747700.32801547
"20","2C",762121.637711446
"21","2D",381379.392113711
"22","3A",646812.118240488
"23","3B",98712.9648758534
"24","3C",195237.404250073
"25","3D",538889.7140738
"26","3E",623662.288550226
"27","3F",369047.038366228
"28","4A",318814.616908032
"29","4B",2531563.77272774
"30","4C",1863742.61430803
"31","4D",3182723.26659997
"32","4E",1997848.64904587
"33","4F",498056.498462974
"34","5C",350153.709895057
"35","5D",1755159.99643839
"36","5E",2581668.65786055
"37","5F",757687.046033654
"38","6A",103317.240822938
"39","6B",116447.790571419
"40","6C",763202.546950705
"41","6D",945743.813256113
"42","7A",907634.80967948
"43","7B",311685.248347625
"44","7C",190412.397983164
"45","7D",1166550.82753192
"46","7E",278573.480232228
"47","7F",274807.520273987
"48","7G",189493.685213744
"49","7H",56502.2084852981
"50","8A",162707.701996195
"51","9A",338894.715247758
"52","9B",501459.727110584
"53","10A",598098.358494446
"54","11A",1428587.19272936
"55","14A",1728467.51502644
"56","14B",2031861.37154846
"57","14C",1255689.42177582
"58","14D",172391.246091304
"59","15A",1000260.22776535
"60","15B",912625.619116115
"61","15C",86838.232380476
"62","16E",311883.181837923
"63","16F",431714.780370447
"64","16G",273577.719092369
"65","17A",238536.907020517
"66","17B",59318.4362307552
"67","17C",282305.668474212
