"","WRU","2070"
"1","1A",657629.840503159
"2","1Ba",4240082.9469436
"3","1Bb",984256.624083334
"4","1C",1595084.06781372
"5","1E2",1130085.33793975
"6","1F",1113091.48871941
"7","1G",650531.551021749
"8","1H",1149454.50367352
"9","1K",663140.776967016
"10","1L",263825.20963099
"11","1M",242812.488391236
"12","1N",88800.5762048941
"13","1O",436806.454531271
"14","1P",300876.922939691
"15","1R",1417627.23650767
"16","1S",785068.829988602
"17","1T",595545.152206735
"18","2A",865656.592994086
"19","2B",3284180.58418407
"20","2C",914733.769174848
"21","2D",452636.492295724
"22","3A",783162.459099419
"23","3B",115731.654635804
"24","3C",228897.469554289
"25","3D",633436.07770391
"26","3E",734374.015135016
"27","3F",437657.301425717
"28","4A",375691.58936667
"29","4B",3016147.66485249
"30","4C",2248210.20669435
"31","4D",3932718.62939798
"32","4E",2472568.12390226
"33","4F",595993.903916637
"34","5C",412704.143671151
"35","5D",2084507.01182409
"36","5E",3063841.64612975
"37","5F",897641.787378145
"38","6A",122134.393233525
"39","6B",136524.067630843
"40","6C",922514.475563884
"41","6D",1116738.86648029
"42","7A",1081231.80529183
"43","7B",365421.599440545
"44","7C",223342.723624696
"45","7D",1430554.16173805
"46","7E",326601.170086201
"47","7F",336510.694920535
"48","7G",222731.762526836
"49","7H",66243.5182194639
"50","8A",192097.594857414
"51","9A",399888.375756997
"52","9B",595978.947958061
"53","10A",712128.343464954
"54","11A",1682353.89948239
"55","14A",2129420.11840635
"56","14B",2406709.55778544
"57","14C",1497324.80372111
"58","14D",202362.038204521
"59","15A",1179795.74848899
"60","15B",1083552.86496627
"61","15C",102329.01478551
"62","16E",366477.086171322
"63","16F",514649.59817363
"64","16G",328587.253470129
"65","17A",294737.328862177
"66","17B",70020.713489775
"67","17C",331418.42182465
